가식부 100g 당 (Per 100g Edible Portion),일반성분 Proximates,,,,무기질 Minerals,,,,,,,
식품명,칼로리,단백질,지방,"탄수
화물",칼슘,나트륨,철,인,칼륨,비타민 B1,비타민 B2,비타민 C
,kcal,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg
,,,,,,,,,,,,
식품명,Energy,Protein,Fat,Carbohydrate,Calcium,Sodium,Iron,P,K,VitaminB1,VitaminB2,VitaminC
"멥쌀, 통일벼, 백미, 생것",375,8.3,0.6,80.3,11,3,1.2,112,93,0.22,0.03,0
"멥쌀, 통일벼, 현미, 생것",362,8.9,1.6,77.2,2,2,3.5,232,203,0.33,0.21,0
"멥쌀, 하이아미, 백미, 생것",367,5.5,0.9,80.3,9,9,2.9,119,120,0.51,0.03,0
"멥쌀, 향미벼, 백미, 생것",368,7,0.6,79.9,5,4,1,72,113,0.34,0.04,0
"멥쌀, 호주산, 백미, 생것",371,6.4,0.3,81.7,1,2,1.5,36,114,0.1,0.02,0
"멥쌀, 호품벼, 백미, 생것",354,5.91,0.73,77.2,4,0,0.18,88,71,0.071,0.027,0
"멥쌀, 호품벼, 현미, 생것",343,6.3,1.94,73.89,10,1,0.82,275,224,0.264,0.071,0
"멥쌀, 흑미벼, 현미, 생것",356,7.59,2.31,75.31,19,4,0.85,300,306,0.607,0.254,0
"멥쌀, 흑진주벼, 현미, 생것",369,7.9,2.6,77.7,23,2,2.5,373,351,1.01,0.16,0
"멥쌀, 히토메보레, 백미, 생것",364,6.5,0.3,80,7,3,0.5,100,76,0.33,0.01,0
"멥쌀떡, 가래떡",213,3.71,0.37,48.8,10,261,0.14,36,29,0.007,0.013,0
"멥쌀떡, 가래떡, 흑미",205,3.5,0,47.8,8,226,1.3,52,46,0.05,0.02,0
"멥쌀떡, 개피떡",207,4.3,0.8,45.6,17,155,1.2,44,29,0.05,0.04,0
"멥쌀떡, 개피떡, 쑥",206,4.5,0.8,45.2,24,157,1.8,46,46,0.05,0.04,0
"멥쌀떡, 꿀떡",210,3.09,1.46,46.14,25,248,0.38,36,18,0,0.012,0
"멥쌀떡, 모싯잎송편, 동부(국내산)",190,5.28,0.65,40.64,91,282,0.88,91,139,0.016,0.343,0
"멥쌀떡, 모싯잎송편, 동부(수입산)",190,6.03,0.67,39.89,85,242,1.1,100,145,0.019,0.412,0.19
"멥쌀떡, 무지개떡",229,3.5,0.3,53,10,277,1.4,41,32,0.04,0.04,0
"멥쌀떡, 백설기",245,3.99,0.52,53.45,6,212,0,37,31,0.079,0.036,0.07
"멥쌀떡, 백설기, 검정콩",229,5.75,1.46,48.31,19,223,0.63,76,116,0,0.025,0
"멥쌀떡, 송편, 검정콩",200,6.9,0.8,41.2,20,463,1,79,179,0.04,0.02,0
"멥쌀떡, 송편, 깨",224,5.9,2.74,44.01,31,173,0.71,90,177,0.026,0.036,0
"멥쌀떡, 송편, 팥",200,5.4,0.4,43.6,5,466,0.5,62,108,0.04,0.02,0
"멥쌀떡, 시루떡",183,5.83,0.41,38.94,18,233,0.88,85,195,0.03,0.031,0
"멥쌀떡, 절편",215,3.69,0.49,49.04,10,220,0.17,37,26,0.009,0.012,0
"멥쌀떡, 증편",198,2.99,0.57,45.23,8,289,0.07,35,32,0,0.031,0
"멥쌀떡, 증편, 건포도, 깨",191,3.04,0.29,44.07,9,241,0.02,29,18,0.002,0.025,0
"멥쌀미음, 백미",21,0.3,0,4.7,0,0,0,4,4,0,0,0
"멥쌀미음, 칠분도미",21,0.3,0.1,4.6,1,0,0,5,4,0.01,0,0
"멥쌀미음, 현미",20,0.4,0.1,4.4,1,0,0.1,16,12,0.02,0,0
"멥쌀밥, 농림나1호, 백미",213,2.2,0.1,48.5,5,2,0.4,58,77,0.24,0.01,0
"멥쌀밥, 농림나1호, 칠분도미",205,2.5,0.2,46.2,7,2,1.4,144,131,0.3,0.02,0
"멥쌀밥, 농림나1호, 현미",201,2.8,0.2,46.1,8,2,0.2,166,118,0.34,0.03,0
"멥쌀밥, 누룽지",393,6.8,0.2,86.8,18,6,0.6,74,84,0.07,0.03,0
"멥쌀밥, 밭벼, 백미",168,3.5,0.3,36.1,3,1,0.1,34,29,0.02,0.01,0
"멥쌀밥, 밭벼, 칠분도미",168,3.6,0.5,35.7,4,1,0.2,44,35,0.06,0.01,0
"멥쌀밥, 밭벼, 현미",164,4.1,1,34.3,7,1,0.6,130,95,0.16,0.02,0
"멥쌀밥, 백미",152,3,0.1,33.2,2,3,0.4,23,19,0.02,0.01,0
"멥쌀밥, 새추청벼, 백미",153,2.5,0.1,33.8,4,7,1.4,24,178,0.05,0.01,0
"멥쌀밥, 수라벼, 백미",159,2.4,0,35.7,5,4,0.3,22,126,0.08,0.01,0
"멥쌀밥, 일품벼, 백미",156,2.6,0.1,34.6,5,5,1.1,24,74,0.06,0.01,0
"멥쌀밥, 쪄서 말린것",373,5.2,0.1,83.7,44,29,1.4,65,19,0.11,0.02,0
"멥쌀밥, 추청벼, 백미",151,2.4,0,33.7,4,5,0.2,23,48,0.07,0.01,0
"멥쌀밥, 칠분도미",168,2.6,0.5,36.7,4,1,0.2,44,35,0.06,0.01,0
"멥쌀밥, 현미",167,3.3,0.2,37.3,3,2,0.9,143,118,0.14,0.02,0
"멥쌀죽, 백미",71,1.4,0,15.6,2,3,0.7,13,6,0.01,0.01,0
"멥쌀죽, 칠분도미",71,1.1,0.2,15.6,2,0,0.1,19,15,0.03,0,0
"멥쌀죽, 현미",70,1.2,0.4,15.2,3,1,0.2,55,41,0.07,0.01,0
"멧돼지고기, 생것",268,18.8,19.8,0.5,4,45,2.5,170,270,0.24,0.29,1
"멧돼지고기, 앞다리, 생것",188,21.5,10.7,0,11,55,2.1,70,304,0.39,0.18,0
면실유,921,0,100,0,0,0,0,0,0,0,0,0
"멸치 볶음, 멸치풋고추볶음",266,23.3,11.2,17,561,1378,35.5,598,407,0.18,0.27,0
"멸치 볶음, 잔멸치볶음",347,31,12.6,26.2,628,1896,36.1,734,372,0.08,0.21,0
멸치 육수,0,0.1,0,0,3,19,0.1,4,16,0.01,0,0
"멸치, 대멸치, 삶아서 말린것",302,59.31,5.45,0,2088,2180,12.26,1726,1045,0.12,0.11,0
"멸치, 생것",125,17.7,5.4,0.3,496,0,3.6,202,0,0.04,0.26,1
"멸치, 유지통조림",173,9.7,14.6,0,0,0,0,0,0,0,0,0
"멸치, 잔멸치, 삶아서 말린것",226,42.94,4.59,0.32,620,2646,0.91,816,531,0.022,0.096,0
"멸치, 중멸치, 삶아서 말린것",246,49.69,3.3,1.07,2486,2377,12,1867,770,0.138,0.153,0
"멸치젓, 액젓, 염절임",29,6.5,0,0.3,29,5710,1.2,24,350,0.02,0.03,0
"멸치젓, 염절임",164,14.1,11.2,0.6,592,11826,5.5,348,241,0.02,0.23,0
"명태 부산물, 알, 생것",125,20.5,3,2.7,28,0,1.2,249,0,0.48,0.52,0
"명태, 구운것",111,23.48,1.18,0,72,419,0.56,267,430,0.054,0.223,0
"명태, 노가리, 말린것",357,76.1,3.2,0.9,432,625,3.5,1493,1230,0.19,0.32,0
"명태, 동태, 냉동",73,15.9,0.5,0.1,48,210,0.2,200,238,0.1,0.07,0
"명태, 북어, 말린것",291,61.7,3.1,0,243,496,2.7,582,893,0.15,0.22,0
"명태, 생것",81,17.5,0.7,0,109,132,1.5,202,293,0.04,0.13,0
"명태, 조미포, 조미하여 말린것",314,43.9,1.5,29.2,392,0,5.9,882,0,0.03,0.08,0
"명태, 코다리, 반건조",108,21.7,1.7,0.1,41,208,0.4,218,229,0.16,0.17,0
"명태, 코다리, 반건조, 구운것",112,25.2,0.5,0,53,132,2.8,182,283,0.04,0.09,0
"명태, 포, 말린것",375,82.7,2.4,0,300,482,4.9,595,870,0.12,0.25,0
"명태, 황태, 말린것",377,80.3,3.8,0,415,499,2.9,943,1210,0.09,0.29,0
"명태, 황태포, 말린것",352,79,0.4,2.8,354,438,2.2,764,1068,0.5,0.52,0
"명태젓, 명란젓, 염절임",125,20.5,3,2.7,28,3531,1.2,249,410,0.48,0.52,0
"명태젓, 창난젓, 염절임",116,12.9,3.2,8.2,99,0,1.4,109,0,0.13,0.2,0
"모과, 생것",78,0.7,0.4,20,21,2,0.5,18,247,0.02,0.01,81
"모래무지, 생것",77,15.7,1.1,0,73,0,1.2,200,0,0.11,0.06,1
"모링가(드럼스틱), 생것",66,4.21,1.38,12.43,313,6,2.46,101,556,0.242,0.32,216.76
"모시풀, 잎, 삶은것",49,6.09,1.02,7.24,651,2,1.66,69,92,0.025,0.261,2.1
"모시풀, 잎, 생것",64,6.61,0.71,11.85,877,3,2.31,86,602,0.041,0.749,47.67
"모시풀, 잎, 서방종, 생것",51,4.4,1.36,8.13,895,1,2.46,49,96,0.197,0.21,2.39
모유,65,1.1,3.5,7.2,27,15,0.04,14,48,0.01,0.03,5
"모자반, 가루 ",127,14,3.9,40.8,0,0,0,0,0,0,0,0
"모자반, 말린것",129,15.2,1.7,45.7,935,0,67.3,233,0,0.21,0.61,2
"모자반, 생것",15,1.8,0.2,5.2,209,0,2.1,61,0,0,0,0
"모자반, 염장",18,3.1,0.2,5.4,221,0,9.1,28,0,0.03,0.04,3
"목이버섯, 데친것",13,1.15,0.23,4.84,37,11,0.32,17,65,0.108,0.049,0
"목이버섯, 말린것",169,11.88,1.26,69.66,694,108,5.1,319,1085,0.147,0.897,0
"목이버섯, 생것",13,0.79,0.19,5.22,45,10,0.28,15,55,0.042,0.046,0
"목화씨, 구운것",506,32.59,36.29,21.9,100,25,5.4,800,1350,0.75,0.255,9
"몽치다래, 생것",158,24.1,5.9,0.5,6,0,1.7,183,0,0.18,0.2,0
무 절임,22,0.44,0.21,4.89,14,219,0.29,13,115,0,0.01,100.35
"무, 왜무, 생것",21,1.1,0.1,4.5,27,14,0.4,23,240,0.02,0.03,22
"무, 조선무, 생것",20,0.67,0.12,4.34,23,9,0.16,34,261,0.059,0.021,8.65
무국물,1,0,0,0.3,3,3,0.3,3,6,0.01,0,0
무말랭이 무침,136,3.3,1,28.5,101,1282,18.1,63,379,0.23,0.15,0
"무말랭이, 말린것",318,13.59,0.3,65.34,344,303,5.18,308,3108,0.583,0.262,61.38
"무순, 싹, 생것",20,1.89,1.01,1.82,36,15,0.3,52,55,0.192,0.128,10.93
"무시래기, 잎, 말린것, 삶은것",23,1.58,0.27,4.68,108,91,1.46,12,0,0.082,0.046,0
"무장아찌, 뿌리",131,2.25,0.61,29.24,87,1073,1.83,43,266,0.031,0.209,0
"무청, 왜무 잎, 생것",22,2.3,0.7,2.9,329,38,7.3,78,328,0.07,0.26,62
"무청, 조선무 잎, 생것",31,2.9,0.2,6.1,341,154,11.5,85,388,0.21,0.17,72
"무화과, 봉래시, 생것",45,0.82,0.11,11.51,36,0,0.31,19,177,0.061,0.073,2.93
"무화과, 생것",54,0.6,0.1,14.3,26,2,0.3,16,170,0.03,0.03,2
"무화과, 수입산, 말린것",319,4.75,3.01,77.22,458,14,2.02,76,925,0.095,0.712,2.3
"무화과, 승정도후인, 말린것",254,5.1,0.9,63.6,265,9,1.3,133,1225,0.26,0.21,0
"무화과, 승정도후인, 생것",52,0.74,0.09,13.47,41,0,0.33,19,176,0.091,0.096,0
"무화과, 통조림",81,0.5,0.1,19.4,30,8,0.1,13,110,0.02,0.02,0
"문어, 대문어, 생것",59,12.2,0.6,0.3,21,0,0.7,215,0,0,0,0
"문어, 말린것",349,72,3.1,3.6,115,815,3,684,930,0.06,0.15,0
"문어, 삶은것",99,21.7,0.7,0.1,19,230,0.2,120,240,0.03,0.05,0
"문어, 생것",74,15.5,0.8,0.2,31,211,1,188,300,0.03,0.12,0
"문어, 참문어, 생것",56,12.7,0.2,0.1,23,0,0.5,160,0,0,0,0
"문절망둑, 생것",91,18.7,1.1,0.3,14,150,4,170,380,0.1,0.05,0
"문절망둑, 장조림",252,28.3,2.1,29,161,0,14,639,0,0.1,0.11,0
"물강활, 말린것",289,19.6,2.5,61.6,83,0,1.7,109,0,0.01,0.03,0
"물냉이, 생것",23,3.5,0.1,3.7,105,28,9.1,48,57,0.11,0.22,92
"물쑥, 데친것",47,1.9,0.1,11.7,44,7,2.5,63,86,0.03,0.03,0
"물쑥, 생것",36,5.4,0.3,5.6,106,0,12.1,99,0,0.12,0.13,15
물엿,321,0.02,0,83.03,0,0,0,0,0,0.007,0,0
"물치다래, 생것",166,23.4,7.3,0.1,35,0,1.9,270,0,0.2,0.19,0
"미꾸라지, 삶은것",83,17.1,1.2,0,1200,100,6.4,750,330,0.08,1,0
"미꾸라지, 생것",95,16.2,2.8,0.2,736,85,8,437,290,0.1,0.65,2
"미나리, 농축",120,0.36,0,33.48,31,6,0.11,24,124,0.021,0.142,2.44
"미나리, 돌미나리(야생), 데친것",19,2.3,0.2,3.2,35,7,1.3,30,347,0.1,0.1,2
"미나리, 돌미나리(야생), 생것",21,2.2,0.2,3.8,55,18,2,50,382,0.15,0.16,15
"미나리, 물미나리, 데친것",25,2.04,0.32,4.82,61,6,0.46,60,249,0.021,0.127,8
"미나리, 물미나리, 생것",22,1.81,0.25,4.45,45,5,0.39,52,271,0.02,0.199,3.67
"미나리, 물미나리, 잎, 생것",30,2.84,0.4,5.62,104,5,0.87,79,313,0.018,0.326,12.13
"미나리, 물미나리, 줄기, 생것",22,0.9,0.16,5.15,34,6,0.29,49,267,0.01,0.093,1.93
"미니파프리카, 노란색, 생것",41,1.01,1.09,8.32,9,2,0.51,25,241,0.011,0.009,168.02
"미니파프리카, 빨간색, 생것",41,1.07,0.94,8.49,10,2,0.38,25,256,0.114,0.066,202.75
"미니파프리카, 주황색, 생것",38,0.97,0.79,8.22,9,3,0.68,23,240,0.016,0.002,191.02
"미더덕, 생것",45,4.3,1.2,4.1,40,0,3.2,111,0,0.03,0.13,4
"미더덕, 주름미더덕, 생것",54,9,0.7,2.3,89,0,8.5,142,0,0,0,0
"미역, 가루 ",134,10.7,1.8,52.4,0,0,0,0,0,0,0,0
"미역, 말린것",149,20.31,4.83,43.65,1109,7535,6.1,355,432,0,0.101,0
"미역, 생것",18,3,0.3,5.1,149,610,1.1,80,730,0.06,0.14,15
"미역, 양식, 생것",15,2.1,0.2,5,153,0,1,40,0,0.06,0.16,18
"미역, 염장",34,6,0.9,8.8,178,0,3.2,87,0,0.04,0.08,3
"미역, 염장, 데친것",35,6,0.9,9.3,178,13000,3.2,87,250,0.04,0.08,3
"미역, 자연산, 생것",12,1.68,0.29,3.7,79,361,0.46,54,1112,0.06,0.07,7.5
"미역, 줄기, 생것",14,1.8,0.2,4.6,120,520,0.4,55,1900,0.03,0.06,12
"미역, 줄기, 염장 후 탈염, 삶은것",15,1.1,0.3,5.5,86,3100,0.4,34,88,0.02,0.02,0
"미역국, 인스턴트, 말린것",323,9.4,3.6,63.2,202,6516,3.2,161,358,0.21,0.5,3
"미역튀각, 튀긴것",283,9.75,38.02,46.21,766,1038,11.75,208,0,0,0.055,0
"미트볼, 냉동",244,11.7,16.4,12.5,18,520,1.3,110,190,0.1,0.17,1
"민달고기, 생것",96,20.3,1,0.1,10,0,0.8,239,0,0.12,0.22,1
"민들레, 데친것",30,2.18,0.51,5.74,115,1,1.44,38,396,0,0.159,2.26
"민들레, 생것",29,2.44,0.44,5.48,119,1,5.42,44,593,0.039,0.211,2.21
민들레차,0,0.01,0,0.05,2,1,0,0,19,0,0.003,0.03
"민어 부산물, 알, 염장",293,35.1,15.9,0,69,711,2.7,180,210,0.58,0.56,0
"민어, 구운것",106,23.4,0.8,0,51,140,0.6,180,330,0.05,0.25,0
"민어, 생것",86,18,0.8,0.5,22,0,0.3,178,0,0.05,0.29,1
"민어, 암치, 조미하여 말린것",320,39.8,1.5,35.2,591,0,4.3,333,0,0.04,0.2,0
"민어, 튀긴것(튀김옷)",221,18.2,12.67,7.54,32,348,0.86,217,340,0.09,0.13,0
"민태, 생것",87,15.2,2.5,0,8,0,2.6,159,0,0.03,0.16,0
"민트, 말린것",294,17.5,6.1,56.2,1763,28,8.3,513,3032,0.5,1.96,102
"밀, 강력밀가루",334,13.59,1.11,72.89,17,1,0.64,104,95,0.053,0.071,0.15
"밀, 금강밀, 도정, 생것",329,13.06,1.28,71.7,14,1,2.36,155,143,0.279,0.036,0
"밀, 도우넛가루",404,8.5,6.8,73.9,72,778,0.5,304,157,0.12,0.75,0
"밀, 도정, 생것",333,10.6,1,75.8,52,17,4.7,254,538,0.43,0.12,0
"밀, 박력밀가루",374,9.15,0.94,77.73,18,1,0.51,83,116,0.087,0.033,0.18
"밀, 부침가루",368,9.8,0.98,75.52,32,786,0.58,154,140,0.082,0.882,0.01
"밀, 빵가루",392,11.95,2.05,77.04,21,306,0.77,105,134,0.086,0.044,40.97
"밀, 신미찰밀, 도정, 생것",334,11.3,1.6,74.2,24,6,5.9,296,319,0.3,0.22,0
"밀, 중력밀가루",375,10.34,1.01,76.64,17,1,0.73,86,115,0.161,0.024,0.17
"밀, 카무트, 미국산, 말린것",334,13.74,1.91,71.16,24,3,3.32,376,417,0.309,0.104,0
"밀, 통밀, 생것",342,13.2,1.5,74.6,24,0,5.2,290,780,0.52,0.23,0
"밀, 통밀가루 ",365,11.9,1.6,71.5,26,5,3,189,229,1.7,0.06,0
"밀, 튀김가루",367,7.22,0.8,78.41,72,876,0.89,330,137,0.128,0.062,0
"밀, 팬케이크가루",394,7.9,4.9,75.9,102,735,0.4,237,144,0.11,0.3,0
"밀, 흑밀, 도정, 생것",328,12.9,0.9,72.5,37,6,5,336,368,0.38,0.22,0
"바나나, 말린것",299,3.8,0.4,78.5,26,1,1.1,84,1300,0.07,0.12,0
"바나나, 생것",84,1.1,0.1,21.94,7,0,0.29,26,346,0.049,0.075,5.94
"바나나칩, 튀긴것",517,2.07,25.67,69.32,19,1,0.5,72,534,0.002,0.166,10.49
바비큐 소스,169,4.3,2.2,33.1,23,3300,0.9,88,220,0.03,0.09,1
"바젤라, 데친것",15,0.9,0.2,3.2,180,7,0.4,24,150,0.02,0.05,18
"바젤라, 생것",13,0.7,0.2,2.6,150,9,0.5,28,210,0.03,0.07,41
"바지락, 말린것",349,74,3.7,0,0,0,0,0,0,0,0,0
"바지락, 생것",73,12.27,0.93,3.2,70,383,2.68,129,121,0.04,0.3,2
"바지락, 양식, 생것",68,13,1.1,0.7,90,370,13.3,185,230,0.04,0.15,2
"바지락, 장조림",237,24.8,2.1,29.1,232,0,50,372,0,0.04,0.11,0
"바지락, 조미통조림",110,16,0.8,8.8,66,0,16,183,0,0.02,0.06,0
"바지락, 통조림",95,15.2,2.4,2.1,76,0,16,124,0,0,0.09,0
"바지락젓, 염절임",51,8.5,1,1.5,112,0,16.9,117,0,0.02,0.1,1
"박, 과육, 생것",21,0.5,0.1,5.2,27,6,2.1,25,35,0.11,0.01,15
"박, 씨 포함, 생것",32,1,0.1,8,14,5,2.2,46,46,0.16,0.02,21
"박고지, 말린것",268,7.6,0.4,69,321,14,4.4,246,1075,0.11,0,2
"박대, 말린것",133,25.6,2.2,0.9,60,837,0.5,152,869,0.41,0.17,0
"박대, 반건조",104,21.4,1.4,0.1,103,1394,0.3,157,253,0.15,0.05,0
"박대, 생것",91,19.2,0.7,0.6,15,0,0.3,265,0,0,0,0
"박쥐나무, 잎, 생것",100,6.7,1.2,20.7,718,27,3.5,64,547,0.43,1.09,151
발사믹식초,88,0.49,0,17.03,27,23,0.72,19,112,0,0,0
"밤, 구운것",206,4.65,0.68,45.36,17,2,1.12,92,502,0.238,0.119,0
"밤, 단택, 구운것",187,3.8,0.1,42.5,19,1,1.4,96,584,0.9,0.1,14
"밤, 단택, 삶은것",150,3.2,0.2,33.6,10,1,1.6,74,508,0.46,0.17,29
"밤, 단택, 생것",150,2.7,0.1,34.3,13,1,1.2,69,469,0.92,0.07,17
"밤, 대보, 구운것",181,3.6,0.1,41.2,19,1,1.2,74,474,0.93,0.08,24
"밤, 대보, 삶은것",155,3,0.1,35.2,15,1,1,78,422,0.29,0.06,61
"밤, 대보, 생것",146,2.9,0.1,33.3,14,1,1.1,62,413,0.83,0.06,9
"밤, 말린것",377,6.7,4.1,78.6,52,7,3.3,162,1281,0.32,0.38,0
"밤, 삶은것",154,3.45,0.51,33.95,18,0,0.92,72,413,0.232,0.09,15.98
"밤, 생것",151,3.28,0.5,33.39,16,1,0.84,69,439,0.082,0.065,15.98
"밤, 옥광, 삶은것",154,3.1,0.1,35,12,1,1.5,72,489,0.38,0.13,30
"밤, 옥광, 생것",147,2.9,0.1,33.5,13,1,0.9,63,409,0.91,0.06,2
"밤, 이평, 삶은것",155,3.7,0.2,34.4,12,1,1.9,73,548,0.3,0.16,29
"밤, 이평, 생것",157,3.5,0.1,35.4,15,2,1,74,432,0.73,0.08,3
"밤, 축파, 구운것",185,3.5,0.1,42.2,20,1,1.4,74,490,0.62,0.09,10
"밤, 축파, 삶은것",138,2.5,0.1,31.6,15,1,0.9,54,373,0.36,0.07,0
"밤, 축파, 생것",141,2.8,0.1,32.1,16,1,1.1,54,410,0.52,0.05,0
"밤, 통조림",225,1.1,0,55.2,6,27,0.2,23,34,0.02,0.06,1
"밤버섯, 생것",17,2.9,0.9,3.5,41,0,5.6,40,0,0.4,0.06,2
"밥취나물, 말린것",282,21,4,55.2,77,0,2.1,134,0,0.02,0.03,1
"방가지똥, 생것",46,2.5,0.4,10.3,39,5,4.4,34,324,0.17,0.24,2
"방어, 구운것",304,26.2,20.4,0.3,6,40,2.3,170,440,0.24,0.39,2
"방어, 생것",87,18.4,0.8,0.4,16,32,0.7,289,380,0.15,0.16,1
"방어, 양식, 어린것, 생것",251,20.7,17.2,0.3,19,38,1,210,340,0.16,0.21,2
"방어, 자연산, 어린것, 생것",163,21,8,0.3,7,37,2,144,410,0.14,0.1,0
"방어, 훈제통조림",320,27.2,22.4,0.5,34,0,1.4,131,0,0.05,0.09,0
"방울다다기양배추, 데친것",49,5.3,0.1,9.8,36,5,1,75,480,0.13,0.16,110
"방울다다기양배추, 생것",49,3.28,0.16,11.17,49,25,1.21,69,422,0.446,0.209,0
"배 음료, 캔",42,0,0,11.76,0,0,0,1,13,0,0.004,15.01
"배, 돌배, 껍질 포함, 생것",48,0.4,0.1,12.8,5,0,0.4,16,100,0.05,0.02,0
"배, 돌배, 생것",46,0.3,0.1,12.3,3,0,0.4,17,100,0.04,0.02,0
"배, 만풍, 생것",44,0.26,0.04,12.01,1,0,0.07,11,107,0.015,0.068,3.02
"배, 백운배, 생것",39,0.3,0.1,10.4,4,1,0.4,11,169,0.07,0.03,6
"배, 신고, 생것",46,0.3,0.04,12.35,1,0,0.05,12,128,0.016,0.049,2.76
"배, 원황, 생것",46,0.29,0.04,12.29,2,0,0.07,14,138,0.036,0.072,2.16
"배, 장심랑, 생것",35,0.4,0.3,8.6,5,4,0.3,12,111,0.02,0.01,4
"배, 중국산, 생것",47,0.2,0.1,12.7,2,1,0.1,8,140,0.02,0.01,6
"배암차즈기(곰보배추), 잎, 생것",25,1.73,0.62,4.5,88,7,2.5,31,391,0.146,0.191,4.65
배즙,52,0.3,0.5,13,6,35,0.9,22,82,0.06,0.03,0
"배초향, 잎, 생것",55,4.87,0.46,11.13,237,2,3.8,69,625,0.104,0.483,14.12
"배추, 가을 재배, 삶은것",14,1.25,0.06,2.94,69,9,0.27,30,131,0.02,0.032,9.18
"배추, 가을 재배, 생것",15,1.25,0.05,3.35,42,11,0.24,35,220,0.027,0.04,8.99
"배추, 가을 재배, 염절임",18,1.35,0.06,3.9,57,359,0.26,40,264,0.049,0.043,6.96
"배추, 노랑봄배추(노지), 데친것",17,1.2,0,3.9,39,12,1,25,94,0.1,0.01,6
"배추, 노랑봄배추(노지), 생것",13,1,0,3,24,9,0.5,22,108,0.05,0.04,11
"배추, 노랑봄배추(노지), 염절임",16,1.1,0.1,3.6,34,663,1.5,26,136,0.06,0.03,15
"배추, 노랑봄배추(하우스), 데친것",15,1,0,3.4,75,12,1.2,32,85,0.1,0.01,7
"배추, 노랑봄배추(하우스), 생것",12,1,0,2.6,28,11,1.1,21,93,0.06,0.04,12
"배추, 노랑봄배추(하우스), 염절임",15,1,0,3.4,28,530,2.5,26,130,0.08,0.03,13
"배추, 데친것",17,1.4,0,3.9,41,7,2.6,27,168,0.05,0.01,11
"배추, 봄 재배, 삶은것",14,1.39,0.12,2.61,52,8,0.34,44,200,0,0.042,15.3
"배추, 봄 재배, 생것",13,1.61,0.07,2.28,55,13,0.58,52,331,0.022,0.071,24.43
"배추, 봄 재배, 염절임",15,1.63,0.09,2.89,61,496,0.36,58,393,0.028,0.069,5.62
"배추, 봄동, 데친것",22,1.84,0.18,4.54,101,38,0.51,50,143,0.239,0.066,21.68
"배추, 봄동, 생것",23,2.02,0.17,4.78,101,50,0.87,55,200,0.048,0.087,23.28
"배추, 불암 3호(노지), 데친것",33,1.3,0.1,8.2,89,18,0.5,40,112,0.04,0.03,17
"배추, 불암 3호(노지), 생것",23,0.9,0.1,5.7,60,14,0.6,46,311,0.08,0.03,24
"배추, 불암 3호(노지), 염절임",30,1.2,0.1,7.4,58,397,0.4,48,280,0.1,0.05,34
"배추, 불암 3호(하우스), 데친것",18,1.3,0.1,3.8,86,15,0.4,35,127,0.04,0.01,8
"배추, 불암 3호(하우스), 생것",13,1,0.1,2.8,47,12,0.1,29,215,0.07,0.02,12
"배추, 불암 3호(하우스), 염절임",18,1.1,0.1,4,65,533,0.2,39,339,0.07,0.02,13
"배추, 생것",12,1.1,0,2.7,29,15,0.5,18,222,0.2,0.03,10
"배추, 싹, 생것",63,3.4,4.3,5.3,61,8,1.1,150,123,0.65,0.28,17
"배추, 여름 재배, 삶은것",17,0.85,0.23,3.53,94,3,0.33,30,144,0.009,0.024,11.83
"배추, 여름 재배, 생것",17,0.9,0.02,3.99,60,3,0.25,34,222,0.018,0.044,12.07
"배추, 여름 재배, 염절임",17,1.03,0.05,4.04,53,606,0.28,39,272,0.05,0.038,4.09
"배추, 여름배추, 데친것",12,0.8,0.1,2.6,57,25,1.2,28,160,0.05,0.01,12
"배추, 여름배추, 생것",10,1,0,2.2,33,26,0.4,35,233,0.07,0.03,16
"배추, 여름배추, 염절임",11,0.8,0.1,2.3,38,684,1.2,25,117,0.05,0.05,15
"배추, 우거지, 말린것",278,14.38,3.89,58.92,981,153,9.45,452,3513,1.587,0.871,9.25
"배추, 우거지, 말린것, 삶은것",23,1.68,0.24,4.6,111,4,0.89,26,29,0,0.009,0
"배추, 유기재배, 생것",14,1.1,0,3.2,26,13,0.6,19,279,0.11,0.03,17
"백모근, 뿌리, 말린것",337,9,2,77,275,115,29,250,1054,0.32,1,21
"백모근, 생것",138,1.1,0.3,34.6,1,29,14.9,61,417,0.06,0.16,12
"백모근, 잎, 말린것",314,22,3,66,624,50,19,376,2709,0.42,2,19
"백연, 생것",90,19,0.8,0.3,81,0,1.2,253,0,0,0,0
"백합, 구운것",77,13.3,1,2.8,140,770,3.3,140,230,0.13,0.29,2
"백합, 말백합, 생것",57,10.1,0.5,2.5,92,0,2.4,151,0,0,0,0
"백합, 뿌리, 생것",118,3.34,1.52,24.91,9,2,0.65,78,538,0.062,0.011,6.3
"백합, 삶은것",89,14.9,1.5,2.9,130,490,3.9,190,180,0.15,0.27,1
"백합, 생것",73,11.7,1,3.6,161,0,11.9,133,0,0.03,0.22,3
"백합, 조미통조림",127,19.6,0.1,10.9,46,2100,5.8,85,520,0.02,0.04,0
"백향과(패션프루트), 씨 포함, 생것",100,1.68,1.55,22.58,5,1,0.65,53,248,0.031,0.17,24.29
"밴댕이, 삶아서 말린것",301,48.2,10.3,0.5,1578,0,12.5,967,0,0,0,0
"밴댕이, 생것",219,16.3,16.5,0.2,175,0,1.9,183,0,0.07,0.24,1
